# <number of turns> <samurai ID> <field width> <field height>
1000 0 15 15
# Home positions
0 0
0 7
0 14
14 0
14 7
14 14
# Ranks and scores of samurai
3 40
7 24
4 31
1 80
0 93
6 28
# Turn information for samurai of side 0 with weapon 0
# <turn>
0
# <cure period>
0
# Samurai states: <position x> <position y> <hiding>
0 0 0
0 7 0
0 14 0
-1 -1 1
-1 -1 1
-1 -1 1
# Battle field states
 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9
# Turn information for samurai of side 0 with weapon 0
# <turn>
7
# <cure period>
0
# Samurai states: <position x> <position y> <hiding>
0 1 0
1 7 0
1 14 0
-1 -1 1
-1 -1 1
-1 -1 1
# Battle field states
 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9
 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9
